QueryNumber,OriginalNodePath,SyntheticNodePath,OriginalNodeName,SyntheticNodeName,OriginalDepth,SyntheticDepth,OriginalSimilarityState,SyntheticSimilarityState,OriginalMatchNumber,SyntheticMatchNumber
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,8,17,0,0,686,686
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,7,9,0,0,694,694
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Seq Scan,Seq Scan,Seq Scan,7,5,0,0,685,685
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,4,4,0,0,692,692
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,10,13,0,0,688,688
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,11,0,0,691,691
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,11,8,0,0,693,693
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,9,8,0,0,687,687
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,15,0,0,690,690
85,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Gather/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,15,16,0,0,689,689
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,10,0,0,706,706
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,13,0,0,704,704
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,17,18,0,0,702,702
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,8,9,0,0,705,705
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,18,10,0,0,701,701
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,7,15,0,0,699,699
86,Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,3,12,0,0,698,698
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,15,17,0,0,703,703
86,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Seq Scan,Seq Scan,Seq Scan,15,4,0,0,700,700
86,Aggregate,Sort,Aggregate,Sort,0,0,0,0,707,707
86,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,2,6,0,0,697,697
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Seq Scan,Seq Scan,Seq Scan,15,4,0,0,712,712
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,15,17,0,0,715,715
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,13,0,0,716,716
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Memoize/Index Scan,Index Scan,Index Scan,8,9,0,0,717,717
87,Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,3,12,0,0,710,710
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,7,15,0,0,711,711
87,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,2,6,0,0,709,709
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,10,0,0,718,718
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,17,18,0,0,714,714
87,Aggregate,Sort,Aggregate,Sort,0,0,0,0,719,719
87,Aggregate/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Nested Loop/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,18,10,0,0,713,713
88,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,14,15,0,0,723,723
88,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,13,0,0,725,725
88,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,13,14,0,0,724,724
88,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,728,728
88,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,9,0,0,726,726
88,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,8,11,0,0,727,727
88,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,5,7,0,0,722,722
88,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Index Scan,Index Scan,Index Scan,4,6,0,0,721,721
89,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,9,0,0,735,735
89,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Index Scan,Index Scan,Index Scan,4,6,0,0,730,730
89,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,10,11,0,0,736,736
89,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,14,15,0,0,732,732
89,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,5,7,0,0,731,731
89,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,737,737
89,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,13,14,0,0,733,733
89,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,13,0,0,734,734
90,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Index Scan,Index Scan,Index Scan,4,6,0,0,739,739
90,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,9,0,0,744,744
90,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,13,0,0,743,743
90,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,5,7,0,0,740,740
90,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,746,746
90,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,13,14,0,0,742,742
90,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,8,11,0,0,745,745
90,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Nested Loop/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,14,15,0,0,741,741
91,Aggregate/Gather/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Nested Loop Semi Join/Gather Merge/Sort/Hash Join/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,3,14,0,0,753,753
91,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Nested Loop Semi Join/Gather Merge/Sort/Hash Join/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,4,12,0,0,752,752
91,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Nested Loop Semi Join/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,14,7,0,0,750,750
91,Aggregate,Sort,Aggregate,Sort,0,0,0,0,754,754
91,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Nested Loop Semi Join/Gather Merge/Sort/Hash Join/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Seq Scan,Seq Scan,Seq Scan,16,17,0,0,748,748
91,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Nested Loop Semi Join/Gather Merge/Sort/Hash Join/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,16,0,0,751,751
91,Aggregate/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop/Nested Loop/Nested Loop Semi Join/Gather Merge/Sort/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,17,9,0,0,749,749
92,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,12,10,0,0,759,759
92,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,16,0,0,760,760
92,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Nested Loop/Nested Loop/Hash Join/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Seq Scan,Seq Scan,Seq Scan,16,5,0,0,757,757
92,Aggregate,Sort,Aggregate,Sort,0,0,0,0,763,763
92,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,11,4,0,0,756,756
92,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,2,14,0,0,762,762
92,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Nested Loop/Nested Loop/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,12,0,0,761,761
